CPU,RAM,RAM_Type,GPU,Storage,Screen,Price,Brand
AMD Ryzen 9 5900HX,32GB,DDR5,RTX 4050,2TB,1440p,2250,MSI
Intel Core i3-1005G1,8GB,DDR4,GTX 1050Ti,256GB,720p,440,Dell
AMD Ryzen 9 7940HS,16GB,DDR5,RTX 3060,2TB,1440p,2040,Gigabyte
Intel Core i5-11400H,8GB,DDR4,GTX 1650,512GB,1080p,670,Acer
AMD Ryzen 7 5800H,32GB,DDR5,RTX 2060,512GB,1080p,1390,Gigabyte
Intel Core i5-11400H,16GB,DDR3,RTX 2060,512GB,720p,550,Acer
AMD Ryzen 5 5500U,32GB,DDR4,RTX 3050Ti,512GB,1080p,1190,ASUS
AMD Ryzen 7 7730U,16GB,DDR5,RTX 2070,512GB,1080p,1040,Dell
Intel Core i7-13620H,16GB,DDR4,RTX 4070,512GB,1080p,1430,MSI
Intel Core i5-10300H,8GB,DDR4,GTX 1050Ti,512GB,1080p,580,Acer
AMD Ryzen 5 5500U,8GB,DDR4,GTX 1050Ti,256GB,1080p,610,Dell
Intel Core i3-1005G1,4GB,DDR3,GTX 1050Ti,256GB,720p,400,Dell
Intel Core i7-12700H,32GB,DDR5,RTX 3050Ti,512GB,1080p,1400,Gigabyte
AMD Ryzen 7 5800H,64GB,DDR4,RTX 3050,512GB,1080p,1400,ASUS
AMD Ryzen 9 5900HX,32GB,DDR4,RTX 3050,1TB,1080p,1270,ASUS
AMD Ryzen 3 5300U,8GB,DDR4,RTX 2070,256GB,720p,640,Lenovo
Intel Core i7-11800H,8GB,DDR4,RTX 3050,256GB,1080p,850,Gigabyte
Intel Core i7-13620H,32GB,DDR4,RTX 4060,512GB,1080p,1220,Dell
AMD Ryzen 3 5300U,8GB,DDR4,RTX 3050,512GB,1080p,610,Acer
AMD Ryzen 7 7730U,32GB,DDR5,RTX 3050,256GB,1080p,1130,Gigabyte
AMD Ryzen 7 5800H,16GB,DDR5,RTX 3080,1TB,1080p,1610,Gigabyte
Intel Core i5-11400H,16GB,DDR4,RTX 3050Ti,256GB,720p,800,ASUS
Intel Core i7-13620H,16GB,DDR4,RTX 3060,512GB,1080p,1080,Lenovo
Intel Core i5-12500H,16GB,DDR5,RTX 4050,256GB,1080p,1100,Dell
Intel Core i3-1005G1,4GB,DDR4,GTX 1660,256GB,1080p,550,HP
Intel Core i3-1115G4,32GB,DDR3,RTX 4050,512GB,1080p,970,Gigabyte
AMD Ryzen 7 5800H,64GB,DDR5,RTX 3050Ti,512GB,1440p,1990,MSI
Intel Core i5-10300H,32GB,DDR4,RTX 3050Ti,512GB,1080p,1040,ASUS
Intel Core i9-11900H,32GB,DDR3,RTX 4070,512GB,1080p,1600,Alienware
Intel Core i5-12500H,8GB,DDR4,GTX 1660Ti,512GB,1080p,710,HP
AMD Ryzen 7 7730U,16GB,DDR5,RTX 2070,512GB,1440p,1520,MSI
Intel Core i9-13900H,16GB,DDR5,RTX 4060,1TB,1080p,1640,MSI
Intel Core i9-11900H,64GB,DDR4,RTX 4050,512GB,4K,2250,Gigabyte
AMD Ryzen 5 5500U,8GB,DDR4,RTX 2070,256GB,1080p,850,Lenovo
Intel Core i9-12900H,32GB,DDR5,RTX 2060,512GB,1440p,1620,Dell
AMD Ryzen 3 3250U,8GB,DDR4,GTX 1050Ti,256GB,1080p,540,Acer
Intel Core i5-12500H,32GB,DDR4,GTX 1650,512GB,1080p,980,Lenovo
Intel Core i5-12500H,16GB,DDR4,RTX 3050,256GB,1080p,710,HP
Intel Core i9-12900H,16GB,DDR5,RTX 4060,512GB,4K,1750,Dell
Intel Core i9-11900H,32GB,DDR3,RTX 4050,512GB,4K,1320,Dell
Intel Core i9-11900H,16GB,DDR3,RTX 2070,1TB,4K,1320,Gigabyte
Intel Core i9-12900H,32GB,DDR4,RTX 3070,1TB,1080p,1510,Gigabyte
AMD Ryzen 7 5800H,32GB,DDR4,RTX 2070,512GB,1440p,1520,MSI
AMD Ryzen 7 7730U,64GB,DDR4,RTX 3050Ti,512GB,1080p,1460,Dell
AMD Ryzen 5 5600H,8GB,DDR4,GTX 1660Ti,512GB,1080p,690,Dell
AMD Ryzen 9 5900HX,16GB,DDR5,RTX 2070,1TB,1440p,1510,Dell
Intel Core i7-11800H,8GB,DDR4,RTX 2060,256GB,1080p,920,ASUS
Intel Core i9-11900H,16GB,DDR4,RTX 4090,1TB,4K,2770,MSI
Intel Core i9-12900H,64GB,DDR4,RTX 2070,2TB,1440p,1960,ASUS
Intel Core i3-1115G4,4GB,DDR3,GTX 1050Ti,512GB,720p,400,HP
AMD Ryzen 5 5500U,16GB,DDR4,RTX 3050Ti,256GB,1080p,850,Gigabyte
AMD Ryzen 3 3250U,8GB,DDR4,GTX 1050Ti,512GB,1080p,580,Dell
Intel Core i9-13900H,32GB,DDR5,RTX 3070,1TB,1080p,1670,Lenovo
Intel Core i7-12700H,16GB,DDR5,GTX 1050Ti,512GB,1080p,1010,ASUS
Intel Core i7-12700H,32GB,DDR5,RTX 4060,256GB,1080p,1440,Lenovo
Intel Core i3-1005G1,8GB,DDR4,GTX 1050Ti,128GB,720p,510,Dell
AMD Ryzen 9 7940HS,64GB,DDR5,RTX 3070,512GB,4K,2530,Dell
AMD Ryzen 9 7940HS,32GB,DDR5,RTX 2060,1TB,1440p,1750,Lenovo
AMD Ryzen 9 7940HS,16GB,DDR5,RTX 4050,2TB,1440p,1930,ASUS
Intel Core i3-1005G1,8GB,DDR4,RTX 2060,512GB,1080p,700,Acer
AMD Ryzen 5 5600H,16GB,DDR4,GTX 1660,1TB,1080p,800,HP
Intel Core i7-12700H,32GB,DDR5,RTX 3080,512GB,1080p,1490,Lenovo
AMD Ryzen 7 7730U,32GB,DDR5,GTX 1050Ti,1TB,1080p,1260,Gigabyte
AMD Ryzen 5 5500U,16GB,DDR4,GTX 1050Ti,128GB,720p,520,Acer
Intel Core i7-12700H,16GB,DDR4,RTX 3070,512GB,1440p,1570,MSI
Intel Core i3-1005G1,32GB,DDR4,RTX 3050Ti,1TB,1080p,970,ASUS
AMD Ryzen 5 5600H,8GB,DDR4,RTX 2060,256GB,1080p,740,Dell
AMD Ryzen 7 5800H,32GB,DDR5,RTX 4060,256GB,1080p,1390,Gigabyte
Intel Core i5-12500H,16GB,DDR4,RTX 3060,512GB,1080p,1120,MSI
Intel Core i7-12700H,32GB,DDR4,GTX 1660,512GB,1440p,1090,Lenovo
Intel Core i9-12900H,64GB,DDR5,RTX 2060,2TB,4K,2400,Dell
Intel Core i9-11900H,16GB,DDR4,RTX 4080,1TB,1440p,2120,Alienware
Intel Core i9-12900H,64GB,DDR5,RTX 4080,1TB,1080p,2440,MSI
Intel Core i5-10300H,8GB,DDR3,RTX 3050,256GB,1080p,650,Lenovo
Intel Core i9-11900H,16GB,DDR4,RTX 4090,1TB,1080p,2160,Alienware
AMD Ryzen 5 5600H,16GB,DDR4,GTX 1660,512GB,1080p,770,Dell
Intel Core i3-1005G1,16GB,DDR4,GTX 1050Ti,128GB,1080p,530,HP
Intel Core i9-11900H,64GB,DDR4,RTX 3050Ti,512GB,1440p,1760,Lenovo
Intel Core i5-11400H,16GB,DDR3,RTX 2070,512GB,1080p,820,Lenovo
Intel Core i5-11400H,32GB,DDR4,RTX 2070,512GB,1080p,1010,Dell
Intel Core i9-11900H,16GB,DDR4,RTX 3080,1TB,1440p,1920,MSI
Intel Core i3-1005G1,8GB,DDR4,RTX 3060,1TB,1080p,850,Lenovo
Intel Core i5-12500H,8GB,DDR5,RTX 2060,512GB,1440p,940,Acer
Intel Core i5-11400H,32GB,DDR3,RTX 2060,512GB,1080p,880,Lenovo
AMD Ryzen 5 5600H,8GB,DDR4,RTX 4050,256GB,1440p,990,Dell
AMD Ryzen 3 3250U,16GB,DDR3,RTX 3060,256GB,720p,660,ASUS
Intel Core i5-12500H,16GB,DDR5,RTX 3050Ti,256GB,1080p,980,Gigabyte
Intel Core i5-11400H,8GB,DDR4,GTX 1660Ti,256GB,1080p,670,Acer
AMD Ryzen 9 5900HX,16GB,DDR4,RTX 4090,2TB,1440p,2800,Alienware
AMD Ryzen 3 5300U,16GB,DDR4,GTX 1660,128GB,720p,570,HP
AMD Ryzen 5 5600H,8GB,DDR4,RTX 3050,256GB,1080p,750,Lenovo
Intel Core i9-12900H,64GB,DDR5,RTX 4080,1TB,1080p,2770,Alienware
Intel Core i5-12500H,8GB,DDR5,GTX 1050Ti,512GB,1440p,860,Lenovo
Intel Core i3-1005G1,16GB,DDR3,GTX 1660,256GB,720p,490,HP
Intel Core i7-12700H,32GB,DDR4,GTX 1660Ti,512GB,1080p,1000,Lenovo
Intel Core i9-13900H,64GB,DDR5,RTX 4080,1TB,4K,3620,ASUS
Intel Core i3-1005G1,8GB,DDR4,RTX 4050,256GB,1080p,900,Gigabyte
AMD Ryzen 3 3250U,16GB,DDR4,RTX 3050Ti,256GB,720p,660,Gigabyte
AMD Ryzen 3 5300U,4GB,DDR4,Integrated,512GB,1080p,460,HP
Intel Core i7-11800H,16GB,DDR4,RTX 4060,256GB,1440p,1130,Lenovo
AMD Ryzen 5 5600H,8GB,DDR4,RTX 3050Ti,1TB,1440p,1020,Lenovo
Intel Core i3-1005G1,8GB,DDR4,RTX 3060,256GB,1080p,820,MSI
AMD Ryzen 3 5300U,32GB,DDR4,RTX 2060,256GB,720p,690,Dell
Intel Core i3-1005G1,8GB,DDR4,Integrated,256GB,1080p,430,HP
AMD Ryzen 5 5600H,16GB,DDR4,GTX 1650,512GB,1080p,680,HP
Intel Core i3-1005G1,8GB,DDR4,RTX 3050Ti,512GB,1080p,790,ASUS
AMD Ryzen 9 7940HS,32GB,DDR5,RTX 4050,1TB,4K,1900,Dell
AMD Ryzen 7 7730U,32GB,DDR5,RTX 4050,256GB,1440p,1640,Gigabyte
Intel Core i5-12500H,16GB,DDR4,RTX 3060,512GB,1080p,980,Gigabyte
AMD Ryzen 9 7940HS,32GB,DDR5,RTX 3050,1TB,1080p,1620,Gigabyte
Intel Core i7-11800H,16GB,DDR4,GTX 1660,512GB,1080p,1000,Gigabyte
Intel Core i3-1115G4,16GB,DDR4,RTX 3050,1TB,1080p,750,HP
Intel Core i9-11900H,64GB,DDR3,RTX 2060,512GB,1440p,1480,Dell
Intel Core i7-11800H,64GB,DDR4,RTX 3070,256GB,1080p,1390,Lenovo
Intel Core i5-10300H,32GB,DDR4,RTX 2070,512GB,1080p,1110,ASUS
Intel Core i7-12700H,16GB,DDR5,RTX 4050,256GB,1440p,1620,ASUS
Intel Core i5-10300H,8GB,DDR4,Integrated,256GB,1080p,530,HP
Intel Core i5-11400H,32GB,DDR3,RTX 3060,256GB,720p,790,Dell
AMD Ryzen 3 3250U,8GB,DDR4,RTX 3060,1TB,720p,760,ASUS
AMD Ryzen 5 5500U,8GB,DDR3,GTX 1650,512GB,1080p,620,Dell
Intel Core i5-11400H,16GB,DDR4,RTX 4050,1TB,1080p,930,Lenovo
AMD Ryzen 3 5300U,16GB,DDR4,RTX 3050Ti,1TB,720p,800,ASUS
AMD Ryzen 7 7730U,16GB,DDR5,RTX 3050Ti,512GB,1080p,1040,Lenovo
Intel Core i5-11400H,16GB,DDR4,RTX 4050,512GB,1080p,1070,ASUS
AMD Ryzen 5 5600H,32GB,DDR4,GTX 1050Ti,256GB,1080p,750,Acer
AMD Ryzen 9 5900HX,32GB,DDR4,RTX 4090,512GB,1440p,2770,Razer
AMD Ryzen 5 5500U,8GB,DDR4,RTX 3060,256GB,720p,860,MSI
AMD Ryzen 3 5300U,8GB,DDR4,RTX 4050,512GB,1080p,770,Lenovo
AMD Ryzen 9 5900HX,16GB,DDR5,RTX 2070,1TB,1440p,1470,Dell
AMD Ryzen 7 7730U,16GB,DDR5,RTX 4050,512GB,1080p,1300,ASUS
AMD Ryzen 3 3250U,8GB,DDR3,RTX 2070,1TB,720p,640,MSI
Intel Core i5-10300H,8GB,DDR4,GTX 1660Ti,512GB,720p,570,Lenovo
AMD Ryzen 5 5500U,16GB,DDR4,Integrated,512GB,720p,540,HP
AMD Ryzen 5 5600H,32GB,DDR4,GTX 1660Ti,512GB,1440p,1030,Acer
Intel Core i5-11400H,16GB,DDR4,GTX 1650,128GB,1080p,640,Dell
Intel Core i9-12900H,16GB,DDR4,RTX 4060,512GB,1080p,1260,ASUS
AMD Ryzen 5 5600H,16GB,DDR4,GTX 1050Ti,512GB,1440p,880,Lenovo
Intel Core i5-12500H,16GB,DDR4,Integrated,512GB,1080p,710,Lenovo
Intel Core i3-1115G4,32GB,DDR4,GTX 1660Ti,1TB,1080p,770,Acer
Intel Core i5-12500H,16GB,DDR4,RTX 3050Ti,1TB,1080p,910,Gigabyte
Intel Core i7-12700H,16GB,DDR4,GTX 1660Ti,256GB,1080p,980,ASUS
AMD Ryzen 5 5500U,16GB,DDR4,GTX 1660Ti,256GB,1080p,790,Lenovo
AMD Ryzen 7 5800H,16GB,DDR4,RTX 4060,1TB,1080p,1310,MSI
Intel Core i7-11800H,32GB,DDR4,RTX 3070,512GB,1080p,1250,Dell
Intel Core i5-12500H,32GB,DDR5,GTX 1660,512GB,1080p,1090,Dell
AMD Ryzen 5 5600H,16GB,DDR4,GTX 1660Ti,1TB,1080p,810,Lenovo
Intel Core i5-12500H,16GB,DDR4,GTX 1660Ti,256GB,1440p,980,Dell
AMD Ryzen 9 5900HX,16GB,DDR5,RTX 3070,2TB,1080p,1670,MSI
Intel Core i7-12700H,32GB,DDR4,RTX 3050,256GB,1080p,1090,Gigabyte
AMD Ryzen 7 7730U,64GB,DDR5,RTX 2070,256GB,1080p,1450,Dell
Intel Core i5-11400H,16GB,DDR4,GTX 1660Ti,512GB,720p,710,Lenovo
Intel Core i7-11800H,32GB,DDR3,RTX 3050,512GB,1440p,1100,Lenovo
AMD Ryzen 3 5300U,16GB,DDR4,GTX 1050Ti,256GB,1080p,690,Dell
Intel Core i7-13620H,64GB,DDR5,RTX 4070,2TB,1080p,2130,Dell
Intel Core i9-13900H,32GB,DDR5,RTX 2070,2TB,1440p,1870,Dell
Intel Core i9-11900H,16GB,DDR4,RTX 3050,512GB,1440p,1370,ASUS
Intel Core i9-13900H,16GB,DDR5,RTX 4090,2TB,1080p,2840,Alienware
Intel Core i7-12700H,32GB,DDR4,RTX 3050,1TB,1080p,1040,Dell
AMD Ryzen 3 5300U,8GB,DDR4,RTX 3060,512GB,1080p,910,MSI
AMD Ryzen 7 5800H,16GB,DDR4,RTX 3070,1TB,1440p,1660,MSI
AMD Ryzen 9 5900HX,64GB,DDR4,RTX 4090,512GB,1440p,3240,Razer
AMD Ryzen 9 7940HS,32GB,DDR4,RTX 4060,2TB,1440p,1800,ASUS
AMD Ryzen 7 5800H,32GB,DDR5,RTX 3060,1TB,1080p,1320,Lenovo
AMD Ryzen 9 7940HS,32GB,DDR4,RTX 4050,512GB,1440p,1520,Gigabyte
AMD Ryzen 3 5300U,8GB,DDR4,GTX 1050Ti,256GB,1080p,570,HP
Intel Core i3-1115G4,8GB,DDR4,RTX 3060,1TB,1080p,1040,MSI
Intel Core i7-11800H,16GB,DDR4,RTX 4060,256GB,1440p,1290,Gigabyte
AMD Ryzen 7 7730U,32GB,DDR5,GTX 1050Ti,1TB,1080p,1320,MSI
Intel Core i5-11400H,16GB,DDR4,RTX 2070,256GB,1080p,810,Lenovo
Intel Core i9-13900H,16GB,DDR5,RTX 4080,1TB,1440p,2890,Alienware
Intel Core i9-11900H,16GB,DDR4,RTX 2070,512GB,4K,1520,Dell
Intel Core i7-13620H,32GB,DDR5,RTX 2070,256GB,1440p,1590,Lenovo
Intel Core i7-13620H,64GB,DDR5,RTX 2060,1TB,1440p,1890,Gigabyte
Intel Core i5-12500H,8GB,DDR4,RTX 4050,512GB,1080p,890,Lenovo
Intel Core i5-10300H,8GB,DDR3,GTX 1650,256GB,1080p,520,HP
Intel Core i3-1005G1,16GB,DDR4,RTX 2060,512GB,1080p,800,Dell
AMD Ryzen 9 7940HS,16GB,DDR5,RTX 4080,1TB,1080p,2370,Razer
Intel Core i3-1115G4,8GB,DDR4,GTX 1650,256GB,720p,470,Acer
Intel Core i7-13620H,32GB,DDR5,RTX 3050,512GB,1080p,1460,ASUS
AMD Ryzen 3 3250U,16GB,DDR3,RTX 3050Ti,256GB,1080p,640,Lenovo
Intel Core i5-12500H,16GB,DDR4,RTX 3060,1TB,1080p,930,Dell
AMD Ryzen 3 5300U,8GB,DDR3,RTX 2070,512GB,1080p,700,Lenovo
Intel Core i5-11400H,16GB,DDR4,GTX 1660Ti,512GB,720p,730,Lenovo
Intel Core i3-1005G1,32GB,DDR4,RTX 3060,1TB,1080p,1070,Dell
Intel Core i9-13900H,32GB,DDR5,RTX 3050,1TB,1080p,1460,Dell
AMD Ryzen 9 5900HX,16GB,DDR5,RTX 4080,2TB,4K,2820,MSI
Intel Core i5-11400H,16GB,DDR4,GTX 1660Ti,512GB,1080p,710,HP
AMD Ryzen 5 5600H,16GB,DDR3,GTX 1650,1TB,1440p,860,Dell
AMD Ryzen 9 7940HS,16GB,DDR5,RTX 2070,1TB,4K,1790,Gigabyte
Intel Core i7-12700H,32GB,DDR5,RTX 3080,1TB,1080p,1600,Lenovo
Intel Core i9-11900H,16GB,DDR4,RTX 3060,1TB,1080p,1190,Lenovo
AMD Ryzen 5 5600H,8GB,DDR4,RTX 3050Ti,256GB,1080p,790,Lenovo
AMD Ryzen 9 7940HS,32GB,DDR5,RTX 4060,1TB,1080p,1560,Lenovo
Intel Core i7-11800H,32GB,DDR3,RTX 3080,512GB,4K,1540,ASUS
Intel Core i9-13900H,32GB,DDR4,RTX 3050,1TB,1440p,1580,Lenovo
AMD Ryzen 7 5800H,32GB,DDR5,RTX 4050,256GB,1080p,1320,Lenovo
AMD Ryzen 9 7940HS,32GB,DDR5,RTX 3080,1TB,4K,3050,Alienware
AMD Ryzen 9 5900HX,64GB,DDR4,RTX 4090,2TB,1440p,2660,MSI
Intel Core i5-12500H,8GB,DDR4,RTX 3050Ti,1TB,1080p,930,Lenovo
Intel Core i5-10300H,16GB,DDR4,RTX 4050,512GB,1080p,950,MSI
Intel Core i5-12500H,32GB,DDR5,GTX 1650,256GB,1080p,1070,Lenovo
AMD Ryzen 3 3250U,16GB,DDR4,GTX 1660Ti,512GB,1080p,630,Acer
AMD Ryzen 9 5900HX,32GB,DDR5,RTX 4090,2TB,1080p,2830,Razer
Intel Core i3-1115G4,8GB,DDR4,Integrated,256GB,720p,400,HP
Intel Core i9-12900H,16GB,DDR5,RTX 3060,1TB,1440p,1450,Lenovo
Intel Core i5-10300H,16GB,DDR4,GTX 1660Ti,512GB,1080p,780,Dell
Intel Core i7-12700H,64GB,DDR4,GTX 1660Ti,512GB,1440p,1740,MSI
AMD Ryzen 7 5800H,16GB,DDR4,RTX 3080,512GB,1080p,1260,Gigabyte
AMD Ryzen 5 5500U,32GB,DDR4,RTX 4050,512GB,1080p,970,Dell
Intel Core i5-11400H,32GB,DDR3,RTX 2060,512GB,1080p,720,Acer
AMD Ryzen 5 5500U,16GB,DDR4,RTX 2060,1TB,1080p,920,Lenovo
Intel Core i5-11400H,8GB,DDR4,Integrated,256GB,1080p,490,Acer
AMD Ryzen 9 7940HS,16GB,DDR5,RTX 4090,512GB,4K,3180,Razer
Intel Core i9-12900H,32GB,DDR4,RTX 4080,1TB,1440p,2090,MSI
AMD Ryzen 7 7730U,32GB,DDR4,RTX 3060,512GB,1080p,1050,Lenovo
AMD Ryzen 5 5600H,32GB,DDR4,GTX 1660Ti,512GB,1440p,1220,Lenovo
Intel Core i3-1115G4,16GB,DDR4,RTX 4050,512GB,1080p,880,ASUS
Intel Core i7-13620H,32GB,DDR4,RTX 2070,512GB,1080p,1170,ASUS
Intel Core i9-13900H,32GB,DDR5,RTX 3080,512GB,1080p,2330,Alienware
Intel Core i3-1115G4,16GB,DDR4,RTX 2060,512GB,720p,680,HP
Intel Core i7-12700H,16GB,DDR4,RTX 3050Ti,512GB,1080p,980,ASUS
Intel Core i3-1005G1,16GB,DDR4,RTX 3050,1TB,720p,660,Acer
Intel Core i9-12900H,32GB,DDR5,RTX 4060,512GB,1440p,2200,MSI
Intel Core i9-11900H,16GB,DDR4,RTX 2060,1TB,1440p,1220,Lenovo
AMD Ryzen 7 5800H,32GB,DDR5,RTX 2070,512GB,1440p,1760,MSI
Intel Core i7-11800H,16GB,DDR4,RTX 4070,1TB,4K,1730,Dell
Intel Core i7-11800H,32GB,DDR3,RTX 3070,256GB,1440p,1190,ASUS
Intel Core i9-13900H,16GB,DDR5,RTX 4070,1TB,1440p,2380,Razer
Intel Core i7-13620H,16GB,DDR5,RTX 3080,512GB,1080p,1390,Dell
AMD Ryzen 3 3250U,16GB,DDR3,Integrated,512GB,1080p,490,Lenovo
Intel Core i5-11400H,8GB,DDR4,RTX 3060,256GB,1080p,990,MSI
AMD Ryzen 3 3250U,8GB,DDR4,GTX 1660,256GB,720p,570,Dell
Intel Core i9-13900H,64GB,DDR5,RTX 4080,2TB,1440p,3470,MSI
Intel Core i5-11400H,16GB,DDR4,RTX 3060,256GB,720p,940,MSI
AMD Ryzen 3 3250U,16GB,DDR4,RTX 3050Ti,512GB,720p,750,ASUS
AMD Ryzen 7 5800H,16GB,DDR4,GTX 1660Ti,512GB,1440p,1270,MSI
Intel Core i5-12500H,8GB,DDR4,GTX 1650,512GB,1080p,580,Acer
AMD Ryzen 3 3250U,8GB,DDR4,GTX 1660Ti,512GB,1080p,630,Dell
AMD Ryzen 7 7730U,64GB,DDR5,GTX 1660Ti,256GB,1080p,1490,ASUS
AMD Ryzen 9 7940HS,16GB,DDR5,RTX 2070,2TB,1440p,1980,ASUS
Intel Core i5-10300H,16GB,DDR4,RTX 3050Ti,1TB,720p,860,Gigabyte
AMD Ryzen 9 5900HX,32GB,DDR5,RTX 2070,1TB,4K,2050,Lenovo
Intel Core i5-11400H,8GB,DDR4,RTX 3050Ti,1TB,1080p,860,Gigabyte
Intel Core i9-11900H,64GB,DDR4,RTX 2060,2TB,4K,2380,ASUS
Intel Core i9-12900H,16GB,DDR5,RTX 3060,512GB,4K,2030,Gigabyte
AMD Ryzen 3 3250U,16GB,DDR4,RTX 3050,512GB,1080p,720,Acer
Intel Core i9-13900H,16GB,DDR5,RTX 3050,512GB,4K,1980,MSI
Intel Core i3-1115G4,16GB,DDR4,RTX 3050Ti,512GB,720p,730,Lenovo
AMD Ryzen 9 5900HX,32GB,DDR5,RTX 2070,1TB,1440p,1650,Dell
AMD Ryzen 9 5900HX,16GB,DDR5,RTX 4060,1TB,1080p,1600,ASUS
Intel Core i5-12500H,32GB,DDR5,RTX 3050Ti,256GB,1080p,1310,ASUS
Intel Core i7-13620H,32GB,DDR5,RTX 4070,2TB,1440p,2190,Lenovo
Intel Core i5-10300H,8GB,DDR4,GTX 1050Ti,256GB,1080p,570,HP
Intel Core i7-11800H,8GB,DDR3,RTX 2070,256GB,1080p,810,ASUS
Intel Core i9-13900H,32GB,DDR5,RTX 3050Ti,512GB,4K,2190,MSI
Intel Core i3-1005G1,16GB,DDR4,RTX 4050,512GB,1080p,990,ASUS
AMD Ryzen 3 5300U,8GB,DDR4,Integrated,256GB,1080p,470,Acer
AMD Ryzen 5 5500U,8GB,DDR4,GTX 1660,256GB,1080p,650,Acer
Intel Core i3-1115G4,16GB,DDR4,RTX 2070,256GB,720p,710,ASUS
AMD Ryzen 7 5800H,32GB,DDR4,RTX 3050,256GB,1440p,1240,ASUS
AMD Ryzen 5 5600H,8GB,DDR3,RTX 4050,1TB,1080p,870,MSI
Intel Core i7-13620H,16GB,DDR4,RTX 2060,512GB,1080p,960,Dell
AMD Ryzen 9 5900HX,64GB,DDR5,RTX 3050Ti,2TB,4K,2710,Gigabyte
AMD Ryzen 5 5500U,8GB,DDR4,GTX 1050Ti,512GB,1080p,590,HP
Intel Core i7-13620H,32GB,DDR5,RTX 4050,512GB,1440p,1600,Dell
Intel Core i5-12500H,16GB,DDR4,GTX 1050Ti,512GB,1080p,730,Dell
AMD Ryzen 5 5600H,8GB,DDR4,GTX 1050Ti,512GB,1440p,880,Lenovo
AMD Ryzen 7 5800H,64GB,DDR4,RTX 3070,512GB,1080p,1580,Gigabyte
AMD Ryzen 9 5900HX,16GB,DDR5,RTX 3050,1TB,1440p,1440,Dell
Intel Core i9-13900H,32GB,DDR5,RTX 2070,1TB,1440p,1910,MSI
AMD Ryzen 5 5600H,8GB,DDR4,GTX 1660Ti,1TB,1440p,910,HP
AMD Ryzen 3 3250U,8GB,DDR4,GTX 1660Ti,256GB,720p,600,Lenovo
Intel Core i5-10300H,16GB,DDR4,GTX 1660Ti,512GB,720p,730,Lenovo
AMD Ryzen 7 7730U,32GB,DDR4,RTX 4070,1TB,1080p,1610,ASUS
Intel Core i9-12900H,32GB,DDR4,RTX 2070,512GB,4K,2120,MSI
AMD Ryzen 3 3250U,8GB,DDR4,Integrated,512GB,1080p,480,Acer
AMD Ryzen 9 5900HX,16GB,DDR5,RTX 4080,1TB,1440p,2640,Razer
Intel Core i7-13620H,16GB,DDR5,GTX 1660Ti,256GB,1080p,1060,MSI
AMD Ryzen 9 7940HS,16GB,DDR5,RTX 4050,1TB,1440p,1530,Lenovo
Intel Core i3-1115G4,8GB,DDR4,RTX 2060,1TB,1080p,690,Dell
Intel Core i3-1115G4,8GB,DDR4,GTX 1050Ti,128GB,1080p,580,Dell
AMD Ryzen 3 5300U,16GB,DDR4,RTX 4050,512GB,720p,720,Dell
Intel Core i9-11900H,16GB,DDR4,RTX 4090,512GB,4K,2700,MSI
Intel Core i3-1005G1,8GB,DDR4,RTX 4050,256GB,1080p,730,Lenovo
Intel Core i9-12900H,32GB,DDR5,RTX 2070,1TB,1080p,1490,ASUS
Intel Core i3-1115G4,8GB,DDR3,RTX 2060,512GB,1080p,550,Acer
AMD Ryzen 9 5900HX,64GB,DDR4,RTX 3060,1TB,1440p,1830,Lenovo
Intel Core i5-12500H,32GB,DDR4,GTX 1660,1TB,1080p,860,Acer
Intel Core i5-12500H,16GB,DDR4,GTX 1660,512GB,1080p,830,Lenovo
AMD Ryzen 5 5500U,32GB,DDR4,RTX 2070,512GB,1080p,950,Lenovo
Intel Core i9-13900H,16GB,DDR5,RTX 4060,1TB,1080p,1550,ASUS
Intel Core i7-11800H,16GB,DDR3,RTX 4060,512GB,1080p,880,Lenovo
AMD Ryzen 9 5900HX,16GB,DDR4,RTX 4050,1TB,4K,1640,MSI
Intel Core i9-13900H,16GB,DDR5,RTX 4090,512GB,1080p,2230,Razer
AMD Ryzen 3 5300U,16GB,DDR4,RTX 4050,1TB,1080p,1080,MSI
Intel Core i9-13900H,16GB,DDR5,RTX 3050Ti,1TB,1440p,1680,Lenovo
AMD Ryzen 9 5900HX,16GB,DDR5,RTX 3050,512GB,1440p,1410,Lenovo
AMD Ryzen 7 5800H,16GB,DDR4,GTX 1050Ti,512GB,1080p,940,MSI
Intel Core i9-12900H,32GB,DDR5,RTX 3080,1TB,1440p,2360,Alienware
Intel Core i7-12700H,32GB,DDR5,GTX 1660Ti,1TB,1080p,1370,ASUS
AMD Ryzen 3 5300U,16GB,DDR4,GTX 1650,256GB,720p,560,HP
Intel Core i7-13620H,64GB,DDR5,RTX 4060,512GB,1080p,2030,MSI
AMD Ryzen 9 7940HS,32GB,DDR5,RTX 4060,512GB,1440p,1970,MSI
AMD Ryzen 3 3250U,16GB,DDR4,RTX 3050Ti,1TB,1080p,770,Dell
AMD Ryzen 3 3250U,16GB,DDR4,RTX 3050Ti,1TB,720p,820,ASUS
AMD Ryzen 9 5900HX,32GB,DDR4,RTX 2070,1TB,1440p,1470,Dell
Intel Core i7-13620H,32GB,DDR5,RTX 3050Ti,256GB,1080p,1170,Lenovo
